 연번 , 구분 , 호선 , 화장실명(역명) , 소재지도로명주소 , 소재지지번주소 , 남녀공용화장실여부 , 남성용-대변기수 , 남성용-소변기수 , 남성용-장애인용대변기수 , 남성용-장애인용소변기수 , 남성용-어린이용대변기수 , 남성용-어린이용소변기수 , 여성용-대변기수 , 여성용-장애인용대변기수 , 여성용-어린이용대변기수 , 관리기관명 , 전화번호 , 개방시간 , 화장실 상세위치 ,화장실 상세위치(게이트 내외부), 위도 , 경도 , 화장실소유구분 , 화장실설치장소유형 , 오물처리방식 , 비상벨 설치유무 , 화장실입구cctv설치유무 , 기저귀교환대설치유무-남자화장실 , 기저귀교환대설치유무-남자장애인화장실 , 기저귀교환대설치유무-여자화장실 , 기저귀교환대설치유무-여자장애인화장실 , 리모델링년월 ,데이터기준일자
212, 공중화장실 ,6, 망원 ,서울특별시 마포구 망원동 378 망원역,서울특별시 마포구 망원동 3,N,2,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-6211,05:00~24:00,B1 대합실 1번출구 옆,외부,37.555757,126.907718, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2017,2023-08-14
213, 공중화장실 ,6,합정(6),서울특별시 마포구 합정동 414 합정역(6호선),서울특별시 마포구 합정동 4,N,2,4,1,,,,6,1,, 서울교통공사 ,02-6311-6221,05:00~24:00,대합실 1층 8번출구 앞,외부,37.549575,126.911802, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2020,2023-08-14
214, 공중화장실 ,6, 상수 ,서울특별시 마포구 상수동 309-10 상수역,서울특별시 마포구 상수동 3,N,2,5,1,,,,7,1,, 서울교통공사 ,02-6311-6231,05:00~24:00,B2 대합실 상가 미샤 옆,외부,37.547703,126.920759, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2022,2023-08-14
215, 공중화장실 ,6, 광흥창 ,서울특별시 마포구 창전동 145-17 광흥창역,서울특별시 마포구 창전동 1,N,4,4,1,,1,,8,1,1, 서울교통공사 ,02-6311-6241,05:00~24:00,대합실 2층 (1256번출구방향),외부,37.547478,126.929666, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2017,2023-08-14
216, 공중화장실 ,6, 대흥 ,서울특별시 마포구 대흥동 128-1 대흥역,서울특별시 마포구 대흥동 1,N,4,3,1,,1,,7,1,1, 서울교통공사 ,02-6311-6251,05:00~24:00,대합실 1층 4번출구 앞,외부,37.547674,126.940143, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
217, 공중화장실 ,6,공덕(6),"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",서울특별시 마포구 공덕동 4,N,3,4,1,,1,,7,1,1, 서울교통공사 ,02-6311-5291,05:00~24:00,대합실 1층 7번출구 앞,외부,37.54322,126.949387, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2019,2023-08-14
218, 공중화장실 ,6, 효창공원앞 ,서울특별시 용산구 효창동 80 효창공원앞역,서울특별시 용산구 효창동 8,N,3,5,1,,,,8,1,, 서울교통공사 ,02-6311-6271,05:00~24:00,"대합실 1층 3,6번 출구 앞",외부,37.539289,126.95915, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
219, 공중화장실 ,6,삼각지(6),서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),서울특별시 용산구 한강로1가,N,3,3,1,,1,,7,1,1, 서울교통공사 ,02-6311-6281,05:00~24:00,"대합실 1층 7,8번 출구 측면",외부,37.53563,126.974797, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
220, 공중화장실 ,6, 녹사평 ,서울특별시 용산구 용산동 4가 4 녹사평역,서울특별시 용산구 용산동 4,N,3,7,1,,,,9,1,, 서울교통공사 ,02-6311-6292,05:00~24:00,"대합실 지하1층 1,2번 출구 진입 방향",외부,37.534945,126.983163, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,Y,N,2008이전,2023-08-14
221, 공중화장실 ,6, 이태원 ,서울특별시 용산구 이태원동 119-23 이태원역, 서울특별시 용산구 이태원동  ,N,3,5,1,,,,5,1,, 서울교통공사 ,02-6311-6301,05:00~24:00,B1 대합실 E/S 옆,외부,37.534533,126.99239, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,Y,N,2010,2023-08-14
222, 공중화장실 ,6, 한강진 ,서울특별시 용산구 한남동 726-494 한강진역,서울특별시 용산구 한남동 7,N,3,6,1,,,,10,1,, 서울교통공사 ,02-6311-6311,05:00~24:00,대합실 B1층 임대상가(gs25)옆,내부,37.539518,126.999547, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2022,2023-08-14
223, 공중화장실 ,6, 버티고개 ,서울특별시 중구 신당동 366-454 버티고개역,서울특별시 중구 신당동 36,N,2,3,1,,1,,5,1,1, 서울교통공사 ,02-6311-6321,05:00~24:00,대합실 1층 1번출구 앞,외부,37.547892,127.004934, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
224, 공중화장실 ,6,약수(6),서울특별시 중구 신당동 369-2 약수역(6호선),서울특별시 중구 신당동 36,N,2,3,1,,,,6,1,, 서울교통공사 ,02-6311-6331,05:00~24:00,"대합실 B1 7,8번 출구앞",외부,37.553465,127.009158, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2018,2023-08-14
225, 공중화장실 ,6,청구(6),"서울특별시 중구 신당동 295-2 청구역(5, 6호선)",서울특별시 중구 신당동 29,N,4,4,1,,,,8,1,, 서울교통공사 ,02-6311-5371,05:00~24:00,B1 대합실 1번출구 나가는 방향 맞은편 위치,외부,37.557424,127.009814, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2022,2023-08-14
226, 공중화장실 ,6,신당(6),서울특별시 중구 흥인동 162-1 신당역(6호선),서울특별시 중구 흥인동 16,N,3,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-6351,05:00~24:00,대합실 B1층 5~8번출구 나가는 방향 계단 하부,외부,37.565671,127.017279, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2016,2023-08-14
227, 공중화장실 ,6,동묘앞(6),서울특별시 종로구 창신동 263-2 동묘앞역(6호선),서울특별시 종로구 창신동 2,N,2,3,1,,1,,5,1,1, 서울교통공사 ,02-6311-6361,05:00~24:00,대합실 1층 7번출구 앞,외부,37.572729,127.013819, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2020,2023-08-14
228, 공중화장실 ,6, 창신 ,서울특별시 종로구 창신동 20-8 창신역,서울특별시 종로구 창신동 2,N,3,5,1,,,,6,1,, 서울교통공사 ,02-6311-6371,05:00~24:00,대합실 1층 E/V1호기 뒷편,내부,37.579361,127.013092, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
229, 공중화장실 ,6,보문(6),서울특별시 성북구 보문동 1가 127-1 보문역,서울특별시 성북구 보문동 1,N,4,9,1,,,,11,1,, 서울교통공사 ,02-6311-6381,05:00~24:00,지하2층 대합실 아이센터 옆,외부,37.58533,127.017202, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
230, 공중화장실 ,6, 안암 ,서울특별시 성북구 안암동5가 146-1 안암역,서울특별시 성북구 안암동5가,N,2,4,,,,,6,,, 서울교통공사 ,02-6311-6391,05:00~24:00,"대합실 B1층 3,4번출구 계단 인근",외부,37.587422,127.029258, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
231, 공중화장실 ,6, 안암 ,서울특별시 성북구 안암동5가 146-1 안암역,서울특별시 성북구 안암동5가,N,3,4,1,,,,8,1,, 서울교통공사 ,02-6311-6391,05:00~24:00,대합실 B2층 봉화산방면 승강장 계단 인근,내부,37.587422,127.029258, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2019,2023-08-14
232, 공중화장실 ,6, 고려대 ,서울특별시 성북구 종암동 29-18 고려대역,서울특별시 성북구 종암동 2,N,4,3,1,,1,,7,1,1, 서울교통공사 ,02-6311-6401,05:00~24:00,지하 1층 대합실(게이트 안),내부,37.590401,127.03367, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2017,2023-08-14
233, 공중화장실 ,6, 월곡 ,서울특별시 성북구 하월곡동 35-1 월곡역, 서울특별시 성북구 하월곡동  ,N,3,8,1,,,,7,1,, 서울교통공사 ,02-6311-6411,05:00~24:00,지하 1층,외부,37.601925,127.039341, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
234, 공중화장실 ,6, 상월곡 ,서울특별시 성북구 상월곡동 26-1 상월곡역, 서울특별시 성북구 상월곡동  ,N,4,6,1,,,,8,1,, 서울교통공사 ,02-6311-6421,05:00~24:00,"지하 2층 대합실(1, 4번출구방면)",외부,37.6066,127.046673, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
235, 공중화장실 ,6, 돌곶이 ,서울특별시 성북구 석관동 349-8 돌곶이역,서울특별시 성북구 석관동 3,N,4,5,1,,1,,9,1,1, 서울교통공사 ,02-6311-6431,05:00~24:00,"지하 1층 대합실(6,7번출구 사이)",외부,37.610493,127.054214, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2019,2023-08-14
236, 공중화장실 ,6,석계(6),서울특별시 노원구 월계동 25-2 석계역,서울특별시 노원구 월계동 2,N,3,4,1,,,,7,1,1, 서울교통공사 ,02-6311-6441,05:00~24:00,지하 1층 대합실(7번출구 앞),외부,37.615233,127.064155, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
237, 공중화장실 ,6,석계(6),서울특별시 노원구 월계동 25-2 석계역,서울특별시 노원구 월계동 2,N,2,4,1,1,,,5,1,, 서울교통공사 ,02-6311-6441,05:00~24:00,지하 2층 대합실(환승통로),내부,37.615233,127.064155, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
238, 공중화장실 ,6,태릉입구(6),"서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선)",서울특별시 노원구 공릉동 6,N,4,5,1,1,,,6,1,1, 서울교통공사 ,02-6311-7171,05:00~24:00,대합실 지하1층 아이센터 옆,외부,37.62187,127.086099, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
239, 공중화장실 ,6, 화랑대 ,서울특별시 노원구 공릉동 285-2 화랑대역,서울특별시 노원구 공릉동 2,N,4,10,1,1,1,,13,1,1, 서울교통공사 ,02-6311-6461,05:00~24:00,지하 1층 대합실(게이트 밖),외부,37.621869,127.079533, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
240, 공중화장실 ,6, 봉화산 ,서울특별시 중랑구 신내동 643-1 봉화산역,서울특별시 중랑구 신내동 6,N,3,3,1,,,,6,1,, 서울교통공사 ,02-6311-6471,05:00~24:00,지하 1층 대합실(고객상담실 옆),외부,37.699655,127.050087, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2022,2023-08-14
241, 공중화장실 ,7, 장암 ,경기도 의정부시 장암동 160-8 장암역,경기도 의정부시 장암동 16,N,2,3,1,,,,5,1,, 서울교통공사 ,02-6311-7091,05:00~24:00,1층 게이트 옆,외부,37.69995657,127.0528183, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2015,2023-08-14
242, 공중화장실 ,7,도봉산(7),서울특별시 도봉구 도봉동 38-3 도봉산역,서울특별시 도봉구 도봉동 3,N,3,3,1,,1,,6,1,1, 서울교통공사 ,02-6311-7101,05:00~24:00,지상1층 대합실 앞,외부,37.68963047,127.0464256, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,Y,Y,Y,2016,2023-08-14
243, 공중화장실 ,7,도봉산(7),서울특별시 도봉구 도봉동 38-3 도봉산역,서울특별시 도봉구 도봉동 3,N,3,7,1,,1,,10,1,1, 서울교통공사 ,02-6311-7101,05:00~24:00,지상1층 환승통로,내부,37.68963047,127.0464256, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2014,2023-08-14
244, 공중화장실 ,7, 수락산 ,서울특별시 노원구 상계동 1132-9 수락산역,서울특별시 노원구 상계동 1,N,5,7,1,,1,,12,1,1, 서울교통공사 ,02-6311-7111,05:00~24:00,대합실 지하2층 고객상담실 앞,외부,37.665375,127.055425, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
245, 공중화장실 ,7, 마들 ,서울특별시 노원구 상계동 650 마들역,서울특별시 노원구 상계동 6,N,6,7,1,,,,13,1,, 서울교통공사 ,02-6311-7121,05:00~24:00,대합실 B2 에스컬레이터 앞,외부,37.654527,127.058362, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2014,2023-08-14
246, 공중화장실 ,7,노원(7),서울특별시 노원구 상계동 729-0 노원역(7호선),서울특별시 노원구 상계동 7,N,3,4,1,,,,7,1,, 서울교통공사 ,02-6311-7131,05:00~24:00,"지하2층대합실, 가아이센터앞",외부,37.645494,127.061718, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,Y,N,2008이전,2023-08-14
247, 공중화장실 ,7, 중계 ,서울특별시 노원구 중계동 503-3 중계역,서울특별시 노원구 중계동 5,N,5,6,1,,1,,11,1,1, 서울교통공사 ,02-6311-7141,05:00~24:00,지하1층 1번출구 옆,외부,37.63595,127.066024, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2014,2023-08-14
248, 공중화장실 ,7, 하계 ,서울특별시 노원구 하계동 273-5 하계역,서울특별시 노원구 하계동 2,N,4,6,1,,,,11,1,, 서울교통공사 ,02-6311-7151,05:00~24:00,지하1층 4번출구,외부,37.625787,127.070705, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
249, 공중화장실 ,7, 공릉 ,서울특별시 노원구 공릉동 385-4 공릉역,서울특별시 노원구 공릉동 3,N,3,3,1,1,1,,6,1,1, 서울교통공사 ,02-6311-7161,05:00~24:00,지하1층 아이센터 앞,외부,37.62554276,127.0730336, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2010,2023-08-14
250, 공중화장실 ,7,태릉입구(7),"서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선)",서울특별시 노원구 공릉동 6,N,3,4,1,,1,,8,1,1, 서울교통공사 ,02-6311-7171,05:00~24:00,대합실 지하3층 고객상담실 앞,외부,37.61845951,127.0754053, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2013,2023-08-14
251, 공중화장실 ,7, 먹골 ,서울특별시 중랑구 묵동 189-5 먹골역,서울특별시 중랑구 묵동 18,N,4,5,1,,1,,10,1,1, 서울교통공사 ,02-6311-7181,05:00~24:00,B1층 대합실,외부,37.61078,127.075518, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2014,2023-08-14
252, 공중화장실 ,7, 중화 ,서울특별시 중랑구 중화동 50-3 중화역,서울특별시 중랑구 중화동 5,N,3,4,1,,1,,8,1,1, 서울교통공사 ,02-6311-7191,05:00~24:00,B1층  2번출구 방향,외부,37.602572,127.077096, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
253, 공중화장실 ,7,상봉(7),서울특별시 중랑구 상봉동 160-7 상봉역,서울특별시 중랑구 상봉동 1,N,5,8,1,,1,,14,1,1, 서울교통공사 ,02-6311-7201,05:00~24:00,"B1층  1,2,5,6번출구앞",내부,37.595254,127.083664, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
254, 공중화장실 ,7, 면목 ,서울특별시 중랑구 면목동 282-6 면목역,서울특별시 중랑구 면목동 2,N,5,6,1,,1,,12,1,1, 서울교통공사 ,02-6311-7211,05:00~24:00,B1층 아이센터 앞,외부,37.588745,127.085305, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
255, 공중화장실 ,7, 사가정 ,서울특별시 중랑구 면목동 495 사가정역,서울특별시 중랑구 면목동 4,N,2,5,1,,,,7,1,, 서울교통공사 ,02-6311-7221,05:00~24:00,B1층  1번출구 앞,외부,37.580966,127.086314, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
256, 공중화장실 ,7, 용마산 ,서울특별시 중랑구 면목동 1382-13 용마산역,서울특별시 중랑구 면목동 1,N,4,5,1,,1,,9,1,1, 서울교통공사 ,02-6311-7231,05:00~24:00,B1층  1번출구 앞,외부,37.573793,127.084629, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2015,2023-08-14
257, 공중화장실 ,7, 중곡 ,서울특별시 광진구 중곡동 273-2 중곡역,서울특별시 광진구 중곡동 2,N,4,4,1,,1,,8,1,1, 서울교통공사 ,02-6311-7241,05:00~24:00,B2층  게이트 앞,외부,37.565535,127.081897, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2012,2023-08-14
258, 공중화장실 ,7, 어린이대공원 ,서울특별시 광진구 화양동 164-1 어린이대공원역,서울특별시 광진구 화양동 1,N,4,7,1,,2,,11,1,2, 서울교통공사 ,02-6311-7261,05:00~24:00,B2층  아이센터 옆,외부,37.547905,127.072404, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2009,2023-08-14
259, 공중화장실 ,7,건대입구(7),서울특별시 광진구 화양동 6-3 건대입구역(7호선),서울특별시 광진구 화양동 6,N,5,7,1,,1,,12,1,1, 서울교통공사 ,02-6311-7271,05:00~24:00,B2층 게이트 옆,내부,37.540389,127.067047, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2013,2023-08-14
260, 공중화장실 ,7, 뚝섬유원지 ,서울특별시 광진구 자양동 73-2 뚝섬유원지역,서울특별시 광진구 자양동 7,N,3,7,1,,,,6,1,, 서울교통공사 ,02-6311-7281,05:00~24:00,지상2층 대합실,내부,37.531537,127.064502, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
261, 공중화장실 ,7, 청담 ,서울특별시 강남구 청담동 77-76 청담역,서울특별시 강남구 청담동 7,N,4,12,1,,,,14,1,, 서울교통공사 ,02-6311-7291,05:00~24:00,B3 대합실 나 I센터 옆,외부,37.51912,127.049748, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
262, 공중화장실 ,7, 강남구청 ,서울특별시 강남구 삼성동 111-44 강남구청역,서울특별시 강남구 삼성동 1,N,3,5,1,,,,5,1,, 서울교통공사 ,02-6311-7301,05:00~24:00,B1층 대합실 가아이센터 맞은편,외부,37.517473,127.03898, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
263, 공중화장실 ,7, 학동 ,서울특별시 강남구 논현동 279-67 학동역,서울특별시 강남구 논현동 2,N,3,6,1,,,,8,1,, 서울교통공사 ,02-6311-7311,05:00~24:00,"B2 1,2번 출구 계단 옆",외부,37.515323,127.027744, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
264, 공중화장실 ,7, 논현 ,서울특별시 강남구 논현동 280 논현역,서울특별시 강남구 논현동 2,N,4,11,1,,,,14,1,, 서울교통공사 ,02-6311-7321,05:00~24:00,"대합실 1층 7,8번 출구 근처",외부,37.511206,127.019539, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
265, 공중화장실 ,7, 논현 ,서울특별시 강남구 논현동 280 논현역,서울특별시 강남구 논현동 2,N,1,  -  ,1,,,,1,1,, 서울교통공사 ,02-6311-7321,05:00~24:00,대합실 2층 왓슨스 매장 뒤편,외부,37.511206,127.019539, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2016,2023-08-14
266, 공중화장실 ,7, 반포 ,서울특별시 서초구 잠원동 103 반포역,서울특별시 서초구 잠원동 1,N,3,7,1,,,,9,1,, 서울교통공사 ,02-6311-7331,05:00~24:00,대합실 지하2층 계단 옆,외부,37.508213,127.009658, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2008이전,2023-08-14
267, 공중화장실 ,7,고속터미널(7),서울특별시 서초구 반포동 19-11 고속터미널역(7호선),서울특별시 서초구 반포동 1,N,2,3,1,,,,6,1,, 서울교통공사 ,02-6311-7341,05:00~24:00,대합실 1층 3번출구 왼쪽,외부,37.504914,127.002726, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2019,2023-08-14
268, 공중화장실 ,7, 내방 ,서울특별시 서초구 방배동 874-16 내방역,서울특별시 서초구 방배동 8,N,3,6,1,,1,,9,1,, 서울교통공사 ,02-6311-7351,05:00~24:00,대합실 지하1층 5~8번출구방면,외부,37.487707,126.991409, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,N,Y,2020,2023-08-14
269, 공중화장실 ,7,이수(7),서울특별시 동작구 사당동 144-4 이수역,서울특별시 동작구 사당동 1,N,3,6,1,,,,6,1,, 서울교통공사 ,02-6311-7361,05:00~24:00,지하1층 연결통로,외부,37.485936,126.979819, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
270, 공중화장실 ,7,이수(7),서울특별시 동작구 사당동 144-4 이수역,서울특별시 동작구 사당동 1,N,3,6,1,,,,7,1,, 서울교통공사 ,02-6311-7361,05:00~24:00,지하3층 (가)게이트안쪽 상선 내부계단 옆,내부,37.485936,126.979819, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2008이전,2023-08-14
271, 공중화장실 ,7, 남성 ,서울특별시 동작구 사당동 산 25-33 남성역, 서울특별시 동작구 사당동 산 ,N,3,5,1,,1,,8,1,1, 서울교통공사 ,02-6311-7371,05:00~24:00, 대합실 상선 내부계단 옆 ,내부,37.484876,126.968484, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
272, 공중화장실 ,7, 숭실대입구 ,서울특별시 동작구 상도동 514 숭실대입구역,서울특별시 동작구 상도동 5,N,4,6,1,,1,,10,1,, 서울교통공사 ,02-6311-7381,05:00~24:00,대합실2층,외부,37.496374,126.951315, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
273, 공중화장실 ,7, 상도 ,서울특별시 동작구 상도1동 702-1 상도역,서울특별시 동작구 상도1동,N,2,4,1,,1,,6,1,1, 서울교통공사 ,02-6311-7391,05:00~24:00,지하 2층 대합실 계단좌측,외부,37.503072,126.945564, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2020,2023-08-14
274, 공중화장실 ,7, 장승배기 ,서울특별시 동작구 상도동 26-20 장승배기역,서울특별시 동작구 상도동 2,N,4,4,1,,1,,8,1,1, 서울교통공사 ,02-6311-7401,05:00~24:00,"지하2층 대합실 5,6번 출구방향 내부계단 옆",외부,37.504905,126.937002, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
275, 공중화장실 ,7, 신대방삼거리 ,서울특별시 동작구 대방동 406-10 신대방삼거리역,서울특별시 동작구 대방동 4,N,2,4,1,,1,,6,1,1, 서울교통공사 ,02-6311-7411,05:00~24:00,대합실 2층,외부,37.487519,126.911093, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2020,2023-08-14
276, 공중화장실 ,7, 보라매 ,서울특별시 동작구 대방동 466-51 보라매역,서울특별시 동작구 대방동 4,N,3,7,1,,,1,10,1,1, 서울교통공사 ,02-6311-7421,05:00~24:00,대합실 1층 3번출구 방향,외부,37.499929,126.918093, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
277, 공중화장실 ,7, 신풍 ,서울특별시 영등포구 신길동 3599 신풍역, 서울특별시 영등포구 신길동  ,N,3,5,1,,,,5,1,, 서울교통공사 ,02-6311-7431,05:00~24:00,대합실 1층 5번출구방향,외부,37.50013,126.90678, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
278, 공중화장실 ,7,대림(7),서울특별시 구로구 대림동 1050-17 대림역(7호선),서울특별시 구로구 대림동 1,N,3,5,1,,1,,8,1,1, 서울교통공사 ,02-6311-7441,05:00~24:00,대합실 1층,외부,37.492981,126.893984, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2021,2023-08-14
279, 공중화장실 ,7, 남구로 ,서울특별시 구로구 구로동 801-95 남구로역,서울특별시 구로구 구로동 8,N,4,4,1,,,,8,1,, 서울교통공사 ,02-6311-7451,05:00~24:00,"대합실 1층 2~5번출구 방향(E/S 7,8호기 옆)",외부,37.486051,126.885062, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
280, 공중화장실 ,7,가산디지털단지(7),서울특별시 금천구 가산동 54-3 가산디지털단지역,서울특별시 금천구 가산동 5,N,4,5,1,,1,,9,1,1, 서울교통공사 ,02-6311-7461,05:00~24:00,대합실 1층 4번출구 방향,외부,37.48039597,126.8826618, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2019,2023-08-14
281, 공중화장실 ,7, 철산 ,경기도 광명시 철산동 526 철산역,경기도 광명시 철산동 526,N,3,5,1,,1,,8,1,1, 서울교통공사 ,02-6311-7471,05:00~24:00,대합실 1층 3번 출구 방향,외부,37.47619284,126.868211, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,N,Y,N,Y,2019,2023-08-14
282, 공중화장실 ,7, 광명사거리 ,경기도 광명시 광명동 158-211 광명사거리역,경기도 광명시 광명동 158,N,3,6,1,,,,9,1,, 서울교통공사 ,02-6311-7481,05:00~24:00,대합실 2층 연결통로( 가-ⓘ센터와 나-ⓘ센터 중간지점),외부,37.479307,126.852486, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2008이전,2023-08-14
283, 공중화장실 ,7, 천왕 ,서울특별시 구로구 오류동 174-6 천왕역,서울특별시 구로구 오류동 1,N,2,3,1,,,,6,1,, 서울교통공사 ,02-6311-7491,05:00~24:00,대합실 1층 2번 출구 방향,외부,37.486686,126.836492, 서울교통공사 , 역사 내 화장실 , 수세식 ,Y,Y,Y,N,Y,N,2018,2023-08-14
